id,date,state,city,killed,injured,inc_url,eve_url,latitude,longitude
329322,2015-04-25,New York,Gates,1,6,http://gunviolencearchive.org/incident/329322,http://www.democratandchronicle.com/story/news/2015/04/27/gates-pub-shooting-victims-identified/26463371/,43.1386,-77.672
326792,2015-04-21,Texas,Killeen,2,3,http://gunviolencearchive.org/incident/326792,http://kdhnews.com/news/crime/accused-shooter-appears-in-court/article_b26a5bbe-61a8-11e5-93d3-bb4b806efc68.html,31.124,-97.7371
325862,2015-04-19,Virginia,Richmond,0,4,http://gunviolencearchive.org/incident/325862,http://www.nbc12.com/story/28842062/rpd-4-shot-in-gilpin-court,37.5547,-77.4366
325445,2015-04-18,Pennsylvania,Williamsport,0,5,http://gunviolencearchive.org/incident/325445,http://www.pennlive.com/midstate/index.ssf/2015/04/five_wounded_in_shooting_outsi.html#incart_river,41.2404,-77.0026
327341,2015-04-18,Alabama,Montgomery,0,5,http://gunviolencearchive.org/incident/327341,http://www.wsfa.com/story/28841135/5-injured-in-west-montgomery-shooting,32.3573,-86.3358
325166,2015-04-18,North Carolina,Lumberton,1,3,http://gunviolencearchive.org/incident/325166,http://www.wave3.com/story/28837482/police-shooting-in-lumberton-leaves-one-dead-6-year-old-child-among-3-injured,34.5993,-79.0342
325207,2015-04-18,North Carolina,Charlotte,0,4,http://gunviolencearchive.org/incident/325207,http://www.wsoctv.com/news/news/local/medic-1-person-taken-hospital-after-west-charlotte/nkxff/,35.2257,-80.9011
325618,2015-04-18,New Jersey,Patterson,1,3,http://gunviolencearchive.org/incident/325618,http://www.northjersey.com/news/second-man-arrested-on-murder-charges-in-death-of-paterson-teen-1.1318793,0,0
324424,2015-04-16,Arizona,Phoenix,5,0,http://gunviolencearchive.org/incident/324424,http://www.azcentral.com/story/news/local/phoenix/2015/04/17/phoenix-five-murdered-abrk/25930963/,33.6417,-111.989
319808,2015-04-07,Georgia,Rome,1,3,http://gunviolencearchive.org/incident/319808,http://www.northwestgeorgianews.com/rome/news/police_fire/rome-man-charged-in-fatal-shooting-on-copeland-street-joseph/article_a0157e4c-df1e-11e4-8d4e-831dedec8c3e.html,34.2652,-85.1587
318125,2015-04-05,Pennsylvania,Pittsburgh,1,3,http://gunviolencearchive.org/incident/318125,http://www.post-gazette.com/local/city/2015/04/05/One-dead-three-injured-in-Hill-Distric-shooting/stories/201504050225,40.4412,-79.9806
318221,2015-04-05,Kentucky,Louisville,1,4,http://gunviolencearchive.org/incident/318221,http://www.wave3.com/story/28724814/5-people-shot-in-early-hours-of-easter-sunday,38.2429,-85.8185
318297,2015-04-05,Indiana,Indianapolis,0,5,http://gunviolencearchive.org/incident/318297,http://fox59.com/2015/04/10/suspect-identified-in-shooting-that-injured-2-women-3-children/,39.8588,-86.2458
318531,2015-04-05,Michigan,Benton Harbor,0,4,http://gunviolencearchive.org/incident/318531,http://www.southbendtribune.com/news/benton-harbor-shooting-victims-identified/article_f3bca6c2-dcb9-11e4-bee6-efe62badd34b.html,42.1156,-86.4336
317165,2015-04-03,Florida,Daytona Beach,0,4,http://gunviolencearchive.org/incident/317165,http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2015/4/3/several_people_shot_.html,29.2313,-81.0621
316795,2015-04-02,Maryland,Baltimore,0,5,http://gunviolencearchive.org/incident/316795,http://www.baltimoresun.com/news/maryland/bs-md-multiple-shooting-west-lanvale-20150402-story.html,39.2978,-76.6476
314044,2015-03-27,Florida,Panama City Beach,0,7,http://gunviolencearchive.org/incident/314044,http://www.newsherald.com/news/crime-public-safety/update-7-shot-at-spring-break-party-1.457338?tc=cr,30.1437,-85.7557
313304,2015-03-26,Texas,Amarillo,0,4,http://gunviolencearchive.org/incident/313304,http://www.connectamarillo.com/news/story.aspx?id=1183398#.VRX-ePnF9g0,35.2446,-101.824
312119,2015-03-24,Indiana,Indianapolis,4,0,http://gunviolencearchive.org/incident/312119,http://fox59.com/2015/03/25/family-member-of-quadruple-homicide-victims-enough-is-enough/,39.811,-86.1871
311922,2015-03-23,Tennessee,Clarksville,1,4,http://gunviolencearchive.org/incident/311922,http://www.rawstory.com/rs/2015/03/five-wounded-in-shooting-near-university-in-tennessee/,36.5367,-87.3488
311348,2015-03-22,New Mexico,Albuquerque,1,6,http://gunviolencearchive.org/incident/311348,http://www.abqjournal.com/581724/news/fatal-shooting-of-17-year-old-at-skate-park-was-self-defense-police-say.html,35.0873,-106.535
310573,2015-03-21,Florida,Tampa,0,4,http://gunviolencearchive.org/incident/310573,http://tbo.com/news/crime/police-arrest-suspect-in-shooting-at-ybor-city-restaurant-20150326/?page=1,27.9604,-82.439
468151,2015-03-20,Texas,Lancaster,1,5,http://gunviolencearchive.org/incident/468151,http://crimeblog.dallasnews.com/2015/03/five-wounded-one-killed-in-lancaster-shooting.html/,32.6116,-96.7888
308839,2015-03-18,New Jersey,Newark,1,3,http://gunviolencearchive.org/incident/308839,http://www.northjersey.com/news/police-1-killed-3-wounded-in-afternoon-shooting-in-newark-1.1291344,40.7145,-74.2132
308728,2015-03-18,Arizona,Mesa,1,5,http://gunviolencearchive.org/incident/308728,http://www.azcentral.com/story/news/local/best-reads/2015/03/25/mesa-shooting-fifth-victim-recounts-shattered-hopes/70455838/,33.4152,-111.864
308687,2015-03-17,California,Stockton,3,4,http://gunviolencearchive.org/incident/308687,http://www.columbian.com/news/2015/mar/18/3-killed-4-hurt-in-shooting-at-california-convenie/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+the-columbian-headlines+%28The+Columbian%3A+Headlines%29,37.9597,-121.296
307512,2015-03-15,California,Compton,0,4,http://gunviolencearchive.org/incident/307512,http://losangeles.cbslocal.com/2015/03/15/2-girls-2-men-shot-at-birthday-party-in-compton/,33.8863,-118.257
306897,2015-03-14,Georgia,Atlanta,0,5,http://gunviolencearchive.org/incident/306897,http://www.wsbtv.com/news/news/local/police-investigating-shooting-left-5-men-injured/nkXFD/,33.755,-84.482
308201,2015-03-14,California,Coachella,0,4,http://gunviolencearchive.org/incident/308201,http://www.kesq.com/news/mulitple-people-recovering-after-coachella-shooting/31824366,33.6747,-116.18
305907,2015-03-13,Mississippi,Brookhaven,2,3,http://gunviolencearchive.org/incident/305907,http://www.msnewsnow.com/story/29197845/suspect-in-brookhaven-mass-shooting-found-dead,31.561,-90.4451
304238,2015-03-10,Georgia,Columbus,0,5,http://gunviolencearchive.org/incident/304238,http://www.ledger-enquirer.com/2015/03/10/3607030_five-wounded-during-tuesday-morning.html?rh=1,32.4375,-84.9598
303659,2015-03-09,Illinois,Chicago,1,3,http://gunviolencearchive.org/incident/303659,http://www.nydailynews.com/news/national/chicago-deacon-grandson-wounded-family-couch-report-article-1.2144578,41.7018,-87.6549
302786,2015-03-08,South Carolina,Seneca,1,3,http://gunviolencearchive.org/incident/302786,http://www.ledger-enquirer.com/2015/03/12/3611771_man-with-columbus-ties-charged.html?rh=1,34.664,-82.9271
300860,2015-03-04,California,San Bernardino,2,5,http://gunviolencearchive.org/incident/300860,http://www.jrn.com/ktnv/news/Man-arrested-in-Las-Vegas-in-deadly-California-shooting-295774851.html,34.0605,-117.285
300660,2015-03-01,Florida,Orange County,0,4,http://gunviolencearchive.org/incident/300660,http://www.myfoxorlando.com/story/28233960/four-people-shot-in-tangelo-park,28.452,-81.4441
299344,2015-03-01,Michigan,Detroit,1,5,http://gunviolencearchive.org/incident/299344,http://www.myfoxdetroit.com/story/28236893/4-in-custody-after-deadly-shooting-at-detroit-community-hall,42.4117,-82.9691
299190,2015-02-28,Maryland,Baltimore,1,3,http://gunviolencearchive.org/incident/299190,http://baltimore.cbslocal.com/2015/02/28/multiple-injured-in-baltimore-shooting/,39.3435,-76.588
298122,2015-02-26,Missouri,Tyrone,8,1,http://gunviolencearchive.org/incident/298122,http://www.times-standard.com/general-news/20150408/sheriff-missouri-shooter-was-drunk-had-marijuana-in-system,37.1956,-91.9012
297681,2015-02-25,Texas,Houston,3,3,http://gunviolencearchive.org/incident/297681,http://www.khou.com/story/news/2015/02/26/3-dead-2-injured-in-south-houston-shooting/24040425/,29.6599,-95.3556
296215,2015-02-22,Texas,Killeen,4,1,http://gunviolencearchive.org/incident/296215,http://www.statesman.com/news/news/crime-law/police-four-dead-in-killeen-shooting/nkG9j/,31.1199,-97.6832
296121,2015-02-22,Georgia,Clarkesville,3,2,http://gunviolencearchive.org/incident/296121,http://www.ajc.com/news/news/gbi-ex-habersham-deputy-killed-wife-man-before-amb/nkHQD/,34.6357,-83.5978
296327,2015-02-22,South Carolina,Charleston,0,4,http://gunviolencearchive.org/incident/296327,http://www.postandcourier.com/article/20150227/PC16/150229443/1177/nightclub-shooting-stemmed-from-long-standing-feud-detective-says,32.8542,-80.0058
295871,2015-02-20,California,Sacramento,0,4,http://gunviolencearchive.org/incident/295871,http://celebrityexaminer.com/2015/02/22/chaos-erupts-ace-spades-concert/,38.57,-121.491
295502,2015-02-17,Arkansas,Little Rock,1,3,http://gunviolencearchive.org/incident/295502,http://www.arkansasmatters.com/story/d/story/4-shot-1-dead-in-southwest-lr-shooting-police-inve/17050/QvrbX3qJTU2BEbM4xJYtEg,34.677,-92.3196
293883,2015-02-15,California,Long Beach,0,5,http://gunviolencearchive.org/incident/293883,http://www.presstelegram.com/general-news/20150219/5-arrested-in-connection-with-long-beach-drive-by-shooting,33.7837,-118.194
290626,2015-02-09,Florida,New Port Richey,3,1,http://gunviolencearchive.org/incident/290626,http://tbo.com/news/breaking-news/search-continues-for-suspects-in-moon-lake-slayings-20150210/,28.2963,-82.6173
290510,2015-02-08,Tennessee,Maury City,0,6,http://gunviolencearchive.org/incident/290510,http://www.wmcactionnews5.com/story/28054306/six-hit-in-early-morning-crockett-county-shooting,0,0
289811,2015-02-07,Georgia,Douglasville,5,2,http://gunviolencearchive.org/incident/289811,http://www.wbtw.com/story/28062177/fight-with-wife-over-taxes-lead-man-to-kill-4-people-police-say,33.7138,-84.6692
290098,2015-02-06,Oklahoma,Tulsa,1,4,http://gunviolencearchive.org/incident/290098,http://www.tulsaworld.com/news/courts/two-alleged-gang-members-bound-for-murder-trial-in-tulsa/article_b1280d3d-2616-51c5-a21c-623c062ead53.html,36.1723,-95.9045
289146,2015-02-05,Ohio,Warrensville Heights,3,3,http://gunviolencearchive.org/incident/289146,http://www.morningjournal.com/general-news/20150428/man-accused-in-warrensville-heights-barbershop-slayings-has-charges-added,41.4497,-81.4944
287529,2015-02-01,New York,Syracuse,0,6,http://gunviolencearchive.org/incident/287529,http://www.syracuse.com/crime/index.ssf/2015/02/all_6_tipp_hill_shooting_victims_out_of_hospital.html,43.0468,-76.1758
287031,2015-02-01,New York,New York (Manhattan),1,4,http://gunviolencearchive.org/incident/287031,http://abc7ny.com/news/2-men-under-arrest-for-shooting-in-hamilton-heights-that-killed-1-wounded-4/948385/,40.8206,-73.9548
286810,2015-01-31,Georgia,Lagrange,4,0,http://gunviolencearchive.org/incident/286810,http://www.11alive.com/story/news/crime/2015/02/01/bodies-found-lagrange-home/22686703/,32.9776,-85.142
285549,2015-01-28,Georgia,Dekalb County,1,3,http://gunviolencearchive.org/incident/285549,http://www.cbs46.com/story/27970066/shooting-in-dekalb-county-leaves-one-dead-three-injured?autostart=true,33.6913,-84.1796
285123,2015-01-26,California,Stockton,1,3,http://gunviolencearchive.org/incident/285123,http://www.kcra.com/news/local-news/news-stockton/teenager-dies-3-others-hurt-in-stockton-shooting/30937222,37.9307,-121.265
282956,2015-01-24,New York,Arverne (Queens),4,1,http://gunviolencearchive.org/incident/282956,http://nypost.com/2015/01/26/dad-who-massacred-family-thought-baby-mama-was-cheating/,40.6557,-73.7508
283041,2015-01-24,Nebraska,Omaha,3,5,http://gunviolencearchive.org/incident/283041,http://www.wowt.com/home/headlines/Gun-Arrest-In-Connection-To-Triple-Homicide-291439581.html,41.2767,-95.9637
283115,2015-01-23,Massachusetts,Boston,0,6,http://gunviolencearchive.org/incident/283115,http://www.bostonherald.com/news_opinion/local_coverage/2015/01/gunfire_erupts_at_jp_party_six_wounded,42.3243,-71.101
281663,2015-01-20,Tennessee,Clarksville,1,3,http://gunviolencearchive.org/incident/281663,http://www.wsmv.com/story/27904193/clarksville-police-id-suspect-in-shooting,36.6134,-87.419
281039,2015-01-19,Texas,San Antonio,2,5,http://gunviolencearchive.org/incident/281039,http://www.mysanantonio.com/news/local/article/Third-and-final-suspect-arrested-in-MLK-Day-6123541.php,29.4214,-98.4608
279254,2015-01-16,California,Oakland,2,2,http://gunviolencearchive.org/incident/279254,http://www.ktvu.com/story/27871484/2-schools-locked-down-in-east-oakland-after-shooting-leaves-2-dead,37.7333,-122.178
298773,2015-01-13,Virginia,Portsmouth,0,5,http://gunviolencearchive.org/incident/298773,http://wtkr.com/2015/01/13/early-morning-shooting-at-portsmouth-lounge-leaves-5-people-injured/,36.8192,-76.3134
278927,2015-01-13,Illinois,Rockford,2,2,http://gunviolencearchive.org/incident/278927,http://www.rrstar.com/article/20150114/NEWS/150119737/10448/NEWS,42.2829,-89.1149
276845,2015-01-11,North Carolina,Hope Mills,2,5,http://gunviolencearchive.org/incident/276845,http://abc11.com/news/third-suspect-arrested-in-hope-mills-fatal-shooting/538772/,34.9339,-78.8664
277480,2015-01-11,Florida,Lakeland,1,3,http://gunviolencearchive.org/incident/277480,http://tbo.com/news/crime/one-dead-in-apparent-lakeland-home-invasion-20150112/?page=1,28.1425,-81.982
276766,2015-01-11,California,San Jose,0,5,http://gunviolencearchive.org/incident/276766,http://www.mercurynews.com/crime-courts/ci_27299636/san-jose-five-shot-outside-nightclub-hosting-r,37.2818,-121.839
276536,2015-01-10,Kansas,Wichita,2,2,http://gunviolencearchive.org/incident/276536,http://www.kansas.com/news/local/crime/article6238995.html,37.6646,-97.2797
276459,2015-01-09,California,San Francisco,4,0,http://gunviolencearchive.org/incident/276459,http://www.nbclosangeles.com/news/california/4-People-Dead-in-San-Francisco-Shooting-288132691.html,37.7737,-122.426
275986,2015-01-08,Massachusetts,Boston,1,3,http://gunviolencearchive.org/incident/275986,http://boston.homicidewatch.org/2015/01/20/alex-dosouto-24-fatally-shot-in-roxbury/,42.3169,-71.0897
275064,2015-01-07,Tennessee,Chattanooga,1,3,http://gunviolencearchive.org/incident/275064,http://www.wrcbtv.com/story/29297883/cpd-responding-to-reports-of-shooting-involving-a-4-year-old,35.0403,-85.3182
274867,2015-01-06,Florida,Miami,1,3,http://gunviolencearchive.org/incident/274867,http://www.nbcmiami.com/news/local/2-Shot-2-Grazed-by-Bullets-in-Miami-287737751.html,25.8315,-80.2188
273535,2015-01-04,Virginia,Roanoke,2,4,http://gunviolencearchive.org/incident/273535,http://www.roanoke.com/news/crime/roanoke/new-indictments-emerge-from-fatal-roanoke-shootings/article_3b5b9afc-7ee0-5d88-ab39-f1292ab2fdc1.html,37.281,-79.9985
273397,2015-01-04,Texas,Dallas,3,1,http://gunviolencearchive.org/incident/273397,http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=50853&menugroup=Home,32.6799,-96.6111
273965,2015-01-02,Georgia,Savannah,1,4,http://gunviolencearchive.org/incident/273965,http://savannahnow.com/crime/2015-01-02/police-1-dead-4-injured-overnight-savannah-shooting,32.0415,-81.0945
272016,2015-01-01,Tennessee,Memphis,0,5,http://gunviolencearchive.org/incident/272016,http://www.wmcactionnews5.com/story/29446021/nye-party-bus-shooting-suspects-indicted-on-25-counts-of-first-degree-murder,35.1489,-90.0461
